0.0017,1000
0.0019,1100
0.0017,1200
0.0021,1300
0.0023,1400
0.0026,1500
0.0027,1600
0.0028,1700
0.003,1800
0.003,1900
0.0032,2000
0.0038,2100
0.0033,2200
0.004,2300
0.0044,2400
0.0045,2500
0.0046,2600
0.0047,2700
0.005,2800
0.0051,2900
0.0054,3000
0.0056,3100
0.0057,3200
0.006,3300
0.0061,3400
0.0062,3500
0.0065,3600
0.0066,3700
0.0064,3800
0.007,3900
0.0071,4000
0.0081,4100
0.0083,4200
0.0091,4300
0.0083,4400
0.0086,4500
0.0082,4600
0.0097,4700
0.0091,4800
0.0092,4900
0.0094,5000
0.0101,5100
0.0099,5200
0.0099,5300
0.0103,5400
0.0104,5500
0.0104,5600
0.011,5700
0.0109,5800
0.0112,5900
0.0112,6000
0.0116,6100
0.0117,6200
0.0121,6300
0.012,6400
0.0122,6500
0.0122,6600
0.013,6700
0.013,6800
0.0132,6900
0.0132,7000
0.0137,7100
0.0137,7200
0.0139,7300
0.0144,7400
0.0142,7500
0.0146,7600
0.0148,7700
0.0151,7800
0.0151,7900
0.0153,8000
0.0158,8100
0.0167,8200
0.017,8300
0.0172,8400
0.0187,8500
0.0179,8600
0.0178,8700
0.0178,8800
0.0179,8900
0.0188,9000
0.0207,9100
0.0184,9200
0.0189,9300
0.0189,9400
0.0193,9500
0.0199,9600
0.0191,9700
0.0202,9800
0.0202,9900
0.0202,10000
0.0204,10100
0.0218,10200
0.0249,10300
0.0215,10400
0.0213,10500
0.0215,10600
0.0219,10700
0.0233,10800
0.0248,10900
0.0221,11000
0.0283,11100
0.0232,11200
0.0255,11300
0.026,11400
0.0249,11500
0.0235,11600
0.0279,11700
0.0277,11800
0.0299,11900
0.0261,12000
0.0276,12100
0.0258,12200
0.0274,12300
0.0282,12400
0.0273,12500
0.0271,12600
0.0286,12700
0.0276,12800
0.0279,12900
0.0272,13000
0.03,13100
0.0278,13200
0.027,13300
0.0282,13400
0.0346,13500
0.0291,13600
0.0281,13700
0.0282,13800
0.0281,13900
0.0287,14000
0.0296,14100
0.0299,14200
0.0291,14300
0.0307,14400
0.0298,14500
0.0306,14600
0.0306,14700
0.0307,14800
0.0307,14900
0.0306,15000
0.0316,15100
0.0317,15200
0.0314,15300
0.0325,15400
0.0324,15500
0.0326,15600
0.0333,15700
0.033,15800
0.0329,15900
0.0341,16000
0.0337,16100
0.0347,16200
0.0337,16300
0.0358,16400
0.0359,16500
0.0363,16600
0.0359,16700
0.0365,16800
0.0365,16900
0.0369,17000
0.0369,17100
0.0376,17200
0.0383,17300
0.0377,17400
0.0379,17500
0.0397,17600
0.0393,17700
0.0391,17800
0.0388,17900
0.0401,18000
0.0395,18100
0.0399,18200
0.0401,18300
0.0398,18400
0.04,18500
0.044,18600
0.0406,18700
0.0408,18800
0.0411,18900
0.0414,19000
0.0416,19100
0.0414,19200
0.0414,19300
0.0435,19400
0.0428,19500
0.0433,19600
0.0447,19700
0.0447,19800
0.0456,19900
0.0457,20000
0.0444,20100
0.0443,20200
0.0451,20300
0.0449,20400
0.0444,20500
0.045,20600
0.0449,20700
0.0464,20800
0.0454,20900
0.0463,21000
0.0462,21100
0.0459,21200
0.0464,21300
0.0468,21400
0.0469,21500
